Serial,Anio,FechaRegistro,Ciudad,Direccion,ValorTasado,MontoVenta,RatioVenta,TipoPropiedad,TipoResidencial,codigoNoUso,observaciones,observacionesOPM,ubicacion,,,,,
220890,2022,08/29/2023,New Haven,57 SHELTON AV,187810.00,175000.00,1.0732,Residential,Two Family,,,,POINT (-72.933916027 41.323966012),,,,,
220890,2022,08/29/2023,Greenwich,ROUND HILL ROAD 0299,3379390.00,6700000.00,0.5043,Residential,Single Family,,,,POINT (-73.659956983 41.084142998),,,,,
220890,2022,08/25/2023,Hartford,511-513 FRANKLIN AVE,118020.00,170000.00,0.6942,Commercial,,,,,POINT (-72.675570013 41.73486698),,,,,
220890,2022,08/14/2023,Hamden,13 ST JAMES ST,146230.00,285000.00,0.5130,Residential,Single Family,,,,POINT (-72.928630986 41.356425016),,,,,
220890,2022,07/24/2023,Milford,84 WILCOX RD,223030.00,200000.00,1.1152,Residential,Single Family,25 - Other,NOT ON OPEN MARKET,,POINT (-73.039415019 41.21507499),,,,,
220890,2022,06/29/2023,Norwalk,10 ANN STREET UNIT 304,147830.00,240000.00,0.6159,Residential,Condo,,,,POINT (-73.41899797 41.101057008),,,,,
220890,2022,05/18/2023,Southington,32 SOUTHINGTON AV,135860.00,330000.00,0.4117,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220149,POINT (-72.87929502 41.590926988),,,,,
220890,2022,04/03/2023,Bridgeport,131 DEKALB AVE #135,188620.00,400000.00,0.4715,Residential,Two Family,,,,POINT (-73.169554962 41.170328996),,,,,
220890,2022,03/27/2023,Waterbury,215 WALNUT ST,11340.00,12000.00,0.9450,Vacant Land,,25 - Other,PRIVATE SALE,,POINT (-73.028559662 41.558501746),,,,,
22089,2022,12/16/2022,Montville,23 PINK ROW,106540.00,250000.00,0.4261,Residential,Single Family,07 - Change in Property,TOTAL RENOVATION PRIOR TO SALE,,POINT (-72.105734037 41.436163989),,,,,
22089,2022,12/09/2022,Watertown,7 WOODGATE CIR,237600.00,480000.00,0.4950,Residential,Single Family,,,,POINT (-73.103779989 41.605155017),,,,,
22089,2022,09/14/2023,Columbia,544 ROUTE 87,241710.00,452400.00,0.5342,Residential,Single Family,,,,POINT (-72.274534 41.677279995),,,,,
22089,2022,09/08/2023,Salisbury,13 WALTON STRET,239100.00,651750.00,0.3668,Residential,Single Family,,,,POINT (-73.438079037 41.96664299),,,,,
22089,2022,07/28/2023,Lebanon,93 CLARKE RD,118160.00,300000.00,0.3938,Residential,Single Family,,,,POINT (-72.262289968 41.662524995),,,,,
22089,2022,07/25/2023,North Stonington,9 SHARON LANE,163660.00,400000.00,0.4091,Residential,Single Family,25 - Other,SOLD AS IS AND WITH SOME FURNISHINGS,,POINT (-71.896508994 41.438954995),,,,,
22089,2022,06/08/2023,Beacon Falls,22 SOUTH CIRCLE,153360.00,289900.00,0.5290,Residential,Single Family,,,,POINT (-73.061867958 41.447067001),,,,,
22089,2022,06/01/2023,Haddam,149 BURR RD,369820.00,250000.00,1.4793,Residential,Two Family,01 - Family,,,POINT (-72.562429995 41.435017009),,,,,
22089,2022,04/27/2023,Orange,846 BEECHWOOD RD,217400.00,603000.00,0.3605,Residential,Single Family,03 - Inter Corporation,,,POINT (-72.992867964 41.302462994),,,,,
22089,2022,04/04/2023,Old Saybrook,9 PETTIPAUG AVE,3171400.00,6495000.00,0.4882,Residential,Single Family,,,,POINT (-72.355324986 41.269362984),,,,,
22089,2022,03/06/2023,Thompson,7 PARKER RD,67000.00,17437.00,3.8424,Residential,Single Family,01 - Family,,,POINT (-71.935733031 42.014005981),,,,,
22089,2022,02/23/2023,Derby,240 SEYMOUR AVE,171150.00,377000.00,0.4539,Residential,Three Family,,,,POINT (-73.090264002 41.334209997),,,,,
22089,2022,02/10/2023,Monroe,402 PEPPER STREET,353900.00,675000.00,0.5242,Residential,Single Family,,,,POINT (-73.246651037 41.341570984),,,,,
22089,2022,02/01/2023,Wilton,235 DANBURY RD,480760.00,550000.00,0.8741,Commercial,,,,,POINT (-73.42634102 41.188945999),,,,,
22089,2022,02/01/2023,Tolland,164 KOZLEY RD,66800.00,80000.00,0.8350,Vacant Land,,,,,POINT (-72.375687374 41.892898179),,,,,
22089,2022,01/30/2023,Darien,327 WEST AVE,435470.00,572500.00,0.7606,Residential,Single Family,,,,POINT (-73.501612019 41.070519011),,,,,
22089,2022,01/19/2023,Stafford,8 HEMLOCK CR,156940.00,220000.00,0.7134,Residential,Single Family,25 - Other,,SHORT SALE PER MLS. HAS SEVERITY CLASS 3 CRUMBLING FOUNDATION PER ENGINEER REPORT,POINT (-72.26413298 41.98251098),,,,,
220889,2022,09/27/2023,Stratford,15 RAVEN TERRACE,163870.00,420000.00,0.3901,Residential,Single Family,,,,POINT (-73.123765966 41.217366015),,,,,
220889,2022,09/15/2023,Norwich,1 MOWRY AVE,69900.00,235000.00,0.2974,Residential,Single Family,,,,POINT (-72.050301997 41.534984993),,,,,
220889,2022,09/12/2023,Meriden,31 SWAIN AVE,114170.00,185000.00,0.6171,Residential,Single Family,,,,POINT (-72.780312036 41.52884001),,,,,
220889,2022,09/06/2023,West Hartford,8 LONGLANE ROAD,214410.00,510000.00,0.4204,Residential,Single Family,,,,POINT (-72.763383022 41.792551992),,,,,
220889,2022,08/29/2023,Greenwich,VALLEY ROAD 0063,771400.00,1400000.00,0.5510,Residential,Two Family,,,,POINT (-73.59206801 41.043082988),,,,,
220889,2022,08/28/2023,New Haven,20 FRONT ST #A,84420.00,178000.00,0.4742,Residential,Condo,,,,POINT (-72.891883968 41.305157985),,,,,
220889,2022,08/25/2023,Hartford,45-47 GREENFIELD ST,75926.00,335000.00,0.2266,Residential,Two Family,,,,POINT (-72.685909007 41.783434996),,,,,
220889,2022,08/11/2023,Hamden,66 TWIN BROOK RD,113400.00,220000.00,0.5154,Residential,Single Family,,,,POINT (-72.952651006 41.351643014),,,,,
220889,2022,07/24/2023,Milford,22 MELBA ST,131130.00,25000.00,5.2452,Vacant Land,,25 - Other,NOT ON OPEN MARKET,,POINT (-73.028454632 41.208120395),,,,,
220889,2022,06/29/2023,Norwalk,157 DRY HILL ROAD,329090.00,550000.00,0.5983,Residential,Single Family,,,,POINT (-73.399235035 41.134078983),,,,,
220889,2022,05/18/2023,Southington,40 STONY CREEK RD,200330.00,439900.00,0.4553,Residential,Condo,,,,POINT (-72.893594966 41.56347198),,,,,
220889,2022,04/03/2023,Bridgeport,117 DIXON ST,182250.00,163500.00,1.1146,Residential,Single Family,14 - Foreclosure,,,POINT (-73.212239972 41.186446013),,,,,
220889,2022,03/27/2023,Waterbury,44 SHIRLEY ST,93890.00,200000.00,0.4694,Residential,Single Family,14 - Foreclosure,,,POINT (-73.059893014 41.553658993),,,,,
220888,2022,09/27/2023,Stratford,3699 BROADBRIDGE AVE UNIT 106,38080.00,145000.00,0.2626,Residential,Condo,,,,POINT (-73.162179977 41.218971988),,,,,
220888,2022,09/15/2023,Norwich,358 HAMILTON AVE #5,56700.00,170000.00,0.3335,Residential,Condo,,,,POINT (-72.051362978 41.530380981),,,,,
220888,2022,09/12/2023,Meriden,253 SPRINGDALE AVE,98700.00,207000.00,0.4768,Residential,Single Family,,,,POINT (-72.812668026 41.544129984),,,,,
220888,2022,09/06/2023,West Hartford,24 SHERWOOD ROAD,184170.00,500000.00,0.3683,Residential,Single Family,,,,POINT (-72.737310022 41.784884982),,,,,
220888,2022,08/29/2023,Greenwich,VALLEYWOOD ROAD 0082,598500.00,1100051.00,0.5440,Residential,Single Family,,,,POINT (-73.602795002 41.043669009),,,,,
220888,2022,08/28/2023,New Haven,46 PRINCE ST #407,198520.00,120000.00,1.6543,Commercial,,,COMM CONDO,,POINT (-72.93010201 41.301010997),,,,,
220888,2022,08/25/2023,Hartford,21 BRUNSWICK ST,55015.00,215000.00,0.2558,Residential,Single Family,11 - Court Order,,,POINT (-72.685026979 41.734334017),,,,,
220888,2022,08/11/2023,Hamden,54 WOODIN ST,119350.00,230000.00,0.5189,Residential,Single Family,,,,POINT (-72.93623597 41.345144986),,,,,
220888,2022,07/20/2023,Milford,42 CREELAND AVE,233250.00,485000.00,0.4809,Residential,Single Family,,,,POINT (-73.032811001 41.209442979),,,,,
220888,2022,06/29/2023,Norwalk,9 WESTVIEW LANE,401544.00,925000.00,0.4341,Residential,Single Family,,,,POINT (-73.439103977 41.093744007),,,,,
220888,2022,05/17/2023,Southington,31 MANOR RD,129810.00,340000.00,0.3818,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220036,POINT (-72.91840498 41.581455018),,,,,
220888,2022,04/03/2023,Bridgeport,385 COURTLAND AVE,253450.00,535000.00,0.4737,Residential,Single Family,,,,POINT (-73.227536023 41.152100997),,,,,
220888,2022,03/27/2023,Waterbury,63 CUSHMAN ST,122053.00,290000.00,0.4208,Residential,Single Family,,,,POINT (-73.016525969 41.574100988),,,,,
220887,2022,09/27/2023,Stratford,145 EDGEWOOD STREET,138530.00,390000.00,0.3552,Residential,Single Family,,,,POINT (-73.14460497 41.19170901),,,,,
220887,2022,09/14/2023,Norwich,303 MOHEGAN PARK RD #96,13400.00,45000.00,0.2978,Residential,Single Family,,,MOBILE HOME,POINT (-72.065033024 41.553942008),,,,,
220887,2022,09/06/2023,West Hartford,28 HICKORY LANE,383460.00,889000.00,0.4313,Residential,Single Family,,,,POINT (-72.748280006 41.777677006),,,,,
220887,2022,09/06/2023,Meriden,87 HIGH ST,133350.00,260000.00,0.5128,Residential,Single Family,,,,POINT (-72.795533991 41.531838007),,,,,
220887,2022,08/28/2023,New Haven,750 QUINNIPIAC AV #2,150990.00,295000.00,0.5118,Residential,Condo,,,,POINT (-72.884489034 41.31024798),,,,,
220887,2022,08/28/2023,Greenwich,EAST PUTNAM AVENUE 1535 UN202,260890.00,480000.00,0.5435,Residential,Condo,,,,POINT (-73.626408354 41.031677039),,,,,
220887,2022,08/24/2023,Hartford,59 EAST ST,53839.00,360000.00,0.1496,Residential,Three Family,07 - Change in Property,,TOTAL RENOVATION PER MLS,POINT (-72.67936098 41.777597001),,,,,
220887,2022,08/11/2023,Hamden,40 CANTERBURY RD U40,178710.00,365000.00,0.4896,Residential,Condo,,,,POINT (-72.928718996 41.374678999),,,,,
220887,2022,07/21/2023,Milford,183 HOME ACRES AVE,247080.00,305000.00,0.8100,Residential,Single Family,01 - Family,,,POINT (-73.037988 41.228121003),,,,,
220887,2022,06/29/2023,Norwalk,100 RICHARDS AVE,237050.00,519000.00,0.4567,Residential,Condo,,,,POINT (-73.451221023 41.096506012),,,,,
220887,2022,05/16/2023,Southington,166 90 APPLE GATE,24340.00,458554.00,0.0531,Residential,Condo,07 - Change in Property,,,POINT (-72.86811398 41.62204099),,,,,
220887,2022,04/03/2023,Bridgeport,101 AMERIDGE DR,87770.00,265000.00,0.3312,Residential,Condo,,,,POINT (-73.221585323 41.211367716),,,,,
220887,2022,03/27/2023,Waterbury,138 WOODBINE ST,81545.00,245000.00,0.3328,Residential,Single Family,,,,POINT (-72.99707702 41.54820602),,,,,
220886,2022,09/27/2023,Stratford,14 LENOX AVENUE,123060.00,384000.00,0.3204,Residential,Single Family,,,,POINT (-73.14318298 41.188358008),,,,,
220886,2022,09/14/2023,Norwich,111 LAUREL HILL AVE,92200.00,320000.00,0.2881,Residential,Three Family,07 - Change in Property,,RENOVATIONS PER MLS - SEE PREVIOUS SALE  #220217,POINT (-72.075413005 41.519503995),,,,,
220886,2022,09/11/2023,Meriden,551 BROWNSTONE RDG,292530.00,455000.00,0.6429,Residential,Single Family,,,,POINT (-72.832662972 41.531886999),,,,,
220886,2022,09/06/2023,West Hartford,182 FERN STREET 2-6,256690.00,475000.00,0.5404,Residential,Condo,,,,POINT (-72.717900592 41.770667132),,,,,
220886,2022,08/28/2023,New Haven,417 GREENWICH AV,127050.00,315000.00,0.4033,Residential,Two Family,,,,POINT (-72.933129972 41.289561988),,,,,
220886,2022,08/28/2023,Greenwich,GLENVILLE STREET 0094,886480.00,1630000.00,0.5438,Residential,Single Family,,,,POINT (-73.670604012 41.033876013),,,,,
220886,2022,08/23/2023,Hartford,107 ROXBURY ST,55493.00,225000.00,0.2466,Residential,Single Family,10 - A Will,,,POINT (-72.691927968 41.738368017),,,,,
220886,2022,08/11/2023,Hamden,49 LYNMOOR PL,136570.00,305000.00,0.4477,Residential,Single Family,,,,POINT (-72.898925018 41.340723993),,,,,
220886,2022,07/21/2023,Milford,26 YORK ST,221980.00,405000.00,0.5480,Residential,Single Family,,,,POINT (-73.086877965 41.200331012),,,,,
220886,2022,06/28/2023,Norwalk,49 DAY STREET UNIT 306,90610.00,200000.00,0.4531,Residential,Condo,,,,POINT (-73.417512026 41.094158995),,,,,
220886,2022,05/16/2023,Southington,134 90 APPLE GATE,269090.00,519500.00,0.5179,Residential,Condo,,,,POINT (-72.86811398 41.62204099),,,,,
220886,2022,03/27/2023,Waterbury,46 EAST FARM ST,98075.00,150000.00,0.6538,Commercial,,25 - Other,RETAIL STORE - BULK SALE,,POINT (-73.029698968 41.56310502),,,,,
220885,2022,09/27/2023,Stratford,10 NICHOLS TERRACE,212380.00,410000.00,0.5180,Residential,Single Family,,,,POINT (-73.142146977 41.205675984),,,,,
220885,2022,09/14/2023,Norwich,77 WILLIAMS ST,96900.00,230000.00,0.4213,Residential,Single Family,,,,POINT (-72.087346992 41.537847999),,,,,
220885,2022,09/11/2023,Meriden,386 RESERVOIR AVE,120050.00,300000.00,0.4001,Residential,Single Family,,,,POINT (-72.827880007 41.547956994),,,,,
"220885,2022,09/06/2023,West Hartford,1028 FARMINGTON AVENUE 1D,258300.00,350000.00,0.7380,Residential,Condo,25 - Other,""RENTER PURCHASED RE, NEVER ON MARKET"",,POINT (-72.748270031 41.760606003)",,,,,
220885,2022,08/28/2023,Greenwich,STONY WYLDE LANE 0026,3514000.00,6500000.00,0.5406,Residential,Single Family,,,,POINT (-73.63892704 41.082425002),,,,,
220885,2022,08/25/2023,New Haven,381 SHELTON AV,189840.00,310000.00,0.6123,Commercial,,,,,POINT (-72.930700981 41.333351983),,,,,
220885,2022,08/23/2023,Hartford,101 ROSEMONT ST,52884.00,125000.00,0.4230,Residential,Single Family,,,,POINT (-72.667689013 41.798753008),,,,,
220885,2022,08/11/2023,Hamden,195 ARCH ST U14,85120.00,175000.00,0.4864,Residential,Condo,25 - Other,ESTATE SALE,,POINT (-72.942123 41.339125019),,,,,
220885,2022,06/28/2023,Norwalk,97 WEST NORWALK RD UINT 18,275020.00,530000.00,0.5189,Residential,Condo,,,,POINT (-73.456443033 41.09731101),,,,,
220885,2022,05/16/2023,Southington,50 JEANETTE CT,159750.00,350000.00,0.4564,Residential,Single Family,,,,POINT (-72.909708001 41.570043015),,,,,
220885,2022,03/31/2023,Bridgeport,2612 NORTH AVE UNIT #B05,98880.00,245000.00,0.4035,Residential,Condo,,,,POINT (-73.220114016 41.177583994),,,,,
220885,2022,03/27/2023,Waterbury,40 EAST FARM ST,329865.00,600000.00,0.5497,Commercial,,25 - Other,STORAGE WAREHOUSE - BULK SALE,,POINT (-73.029950006 41.563090981),,,,,
220884,2022,09/27/2023,Stratford,15 ROCKAWAY AVENUE,141540.00,233333.00,0.6066,Residential,Single Family,08 - Part Interest,,,POINT (-73.142571018 41.189697018),,,,,
220884,2022,09/13/2023,Norwich,69 BOSWELL AVE,63000.00,197000.00,0.3198,Residential,Two Family,01 - Family,,,POINT (-72.071069 41.529954007),,,,,
220884,2022,09/08/2023,Meriden,166 WAYNE LA,151060.00,315000.00,0.4796,Residential,Single Family,07 - Change in Property,CHANGE OF CONDITION FROM 10/1/2022 MULTIPLE AMMENITIES MISSING,,POINT (-72.759278991 41.527959994),,,,,
220884,2022,09/05/2023,West Hartford,37 MONTCLAIR DRIVE,262850.00,416000.00,0.6318,Residential,Single Family,,,,POINT (-72.74154104 41.771824007),,,,,
220884,2022,08/28/2023,Greenwich,CHURCH STREET 0020 UNB35,405650.00,859000.00,0.4722,Residential,Condo,,,,POINT (-73.626474968 41.032925002),,,,,
220884,2022,08/25/2023,New Haven,4 WESTBROOK LA,157990.00,240000.00,0.6582,Residential,Single Family,,,,POINT (-72.981373022 41.325594993),,,,,
220884,2022,08/23/2023,Hartford,249 CAPEN ST,58580.00,240000.00,0.2440,Residential,Two Family,,,,POINT (-72.684261041 41.78617701),,,,,
220884,2022,08/11/2023,Hamden,385 BELDEN RD,109270.00,399900.00,0.2732,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220389,POINT (-72.952538018 41.352234986),,,,,
220884,2022,07/31/2023,Milford,0 EDGEWATER PL,195580.00,70000.00,2.7940,Vacant Land,,08 - Part Interest,,,POINT (-73.051780003 41.214009091),,,,,
220884,2022,06/28/2023,Norwalk,60 SOUTH SMITH STREET,14171690.00,378000.00,37.4912,Vacant Land,,06 - Portion of Property,CHANGED MAP LINE. PORTION,,POINT (-73.411506979 41.104199007),,,,,
220884,2022,05/16/2023,Southington,6 REDSTONE ST (TP),0.00,236449.00,0.0000,Residential,Single Family,07 - Change in Property,NEW MANUFACTURED HOME PLACEMENT,,POINT (-72.880999983 41.649025982),,,,,
220884,2022,03/31/2023,Bridgeport,155 HUNTINGTON RD #157,150157.00,351000.00,0.4277,Residential,Two Family,,,,POINT (-73.185473035 41.196060014),,,,,
220884,2022,03/27/2023,Waterbury,8 GUILFOILE ST,85798.00,202200.00,0.4243,Residential,Single Family,,,,POINT (-73.061255996 41.557252985),,,,,
220883,2022,09/27/2023,Stratford,15 ROCKAWAY AVENUE,141540.00,116667.00,1.2131,Residential,Single Family,08 - Part Interest,,,POINT (-73.142571018 41.189697018),,,,,
220883,2022,09/13/2023,Norwich,21 LAUREL CIR,87800.00,230500.00,0.3809,Residential,Single Family,25 - Other,MULTI PARCEL SALE,,POINT (-72.074924005 41.502135015),,,,,
220883,2022,09/08/2023,Meriden,42 KEATS RD,131250.00,280000.00,0.4688,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220349,POINT (-72.850588007 41.525925999),,,,,
220883,2022,09/05/2023,West Hartford,62 EDGEMONT AVENUE,151270.00,240000.00,0.6302,Residential,Single Family,,,,POINT (-72.723971984 41.745736004),,,,,
220883,2022,08/28/2023,Greenwich,LAFAYETTE COURT 0011 UN1D,608720.00,850000.00,0.7161,Residential,Condo,,,,POINT (-73.628468017 41.031653006),,,,,
220883,2022,08/25/2023,New Haven,95 HOWE ST,260680.00,360000.00,0.7241,Commercial,,,,,POINT (-72.93410001 41.310880017),,,,,
220883,2022,08/22/2023,Hartford,150-152 BABCOCK ST,54390.00,250000.00,0.2175,Residential,Three Family,,,,POINT (-72.689040989 41.759518996),,,,,
220883,2022,08/11/2023,Hamden,30 WASHINGTON AVE,160580.00,340000.00,0.4722,Residential,Two Family,,,,POINT (-72.899157029 41.384082991),,,,,
220883,2022,06/28/2023,Norwalk,115 FILLOW STREET UNIT 15,147320.00,290000.00,0.5080,Residential,Condo,,,,POINT (-73.437804027 41.116654012),,,,,
"220883,2022,05/15/2023,Southington,15 WEST GRANNIS POND RD,24470.00,87000.00,0.2813,Residential,Single Family,25 - Other,""PART OF A FISHING CLUB, LAND NOT OWNED"",,POINT (-72.917222964 41.626138986)",,,,,
220883,2022,03/31/2023,Bridgeport,769 SYLVAN AVE UNIT #15,77500.00,75000.00,1.0333,Residential,Condo,,,,POINT (-73.188809032 41.212983998),,,,,
220883,2022,03/27/2023,Waterbury,1400 MERIDEN RD BLDG 4 UNIT 1,48835.00,130000.00,0.3756,Residential,Condo,,,,POINT (-72.972644024 41.553224014),,,,,
220882,2022,09/27/2023,Stratford,1081 SUCCESS AVENUE,0.00,90000.00,0.0000,Apartments,,25 - Other,CO-OP UNIT NOT INDIVIDUALLY ASSESSED,,POINT (-73.155244958 41.207432999),,,,,
220882,2022,09/13/2023,Norwich,23 LAUREL CIR,26300.00,230500.00,0.1141,Vacant Land,,25 - Other,MULTI PARCEL SALE,,POINT (-72.074776895 41.50197544),,,,,
220882,2022,09/08/2023,Meriden,365 CROWN ST,94570.00,65000.00,1.4549,Vacant Land,,,,,POINT (-72.805392738 41.528400153),,,,,
220882,2022,09/05/2023,West Hartford,88 MONTCLAIR DRIVE,235130.00,365000.00,0.6441,Residential,Single Family,25 - Other,SOLD AS IS,,POINT (-72.741171984 41.775141019),,,,,
220882,2022,08/25/2023,New Haven,97 HOWE ST,505680.00,1250000.00,0.4045,Apartments,,,,,POINT (-72.933986016 41.310961992),,,,,
220882,2022,08/25/2023,Greenwich,BLANCHARD ROAD 0004,1346870.00,2612570.00,0.5155,Residential,Single Family,07 - Change in Property,,,POINT (-73.66744504 41.04879798),,,,,
220882,2022,08/21/2023,Hartford,15 LINCOLN ST,98307.00,750000.00,0.1310,Residential,Two Family,,,,POINT (-72.684201027 41.753325021),,,,,
220882,2022,08/11/2023,Hamden,24/26 WASHINGTON AVE,163870.00,340000.00,0.4819,Residential,Two Family,,,,POINT (-72.899196005 41.383942008),,,,,
220882,2022,06/28/2023,Norwalk,139 WOLFPIT AVE,579240.00,1120000.00,0.5171,Residential,Single Family,,,,POINT (-73.389007018 41.131850989),,,,,
220882,2022,05/15/2023,Southington,111 NORTH STAR DR,297840.00,575000.00,0.5179,Residential,Single Family,,,,POINT (-72.837434035 41.595884003),,,,,
220882,2022,03/31/2023,Bridgeport,1166 RESERVOIR AVE,193150.00,381000.00,0.5069,Residential,Two Family,14 - Foreclosure,,,POINT (-73.191937997 41.216592994),,,,,
220882,2022,03/27/2023,Waterbury,755 CONGRESS AVE EXT,82333.00,200000.00,0.4116,Residential,Single Family,,,,POINT (-73.053210961 41.535613007),,,,,
220881,2022,09/26/2023,Stratford,635A NORTH TRAIL,184520.00,590000.00,0.3127,Residential,Condo,07 - Change in Property,,,POINT (-73.11422099 41.253820002),,,,,
220881,2022,09/13/2023,Norwich,26 MONROE ST,91400.00,310000.00,0.2948,Residential,Two Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220099,POINT (-72.090996975 41.532767979),,,,,
220881,2022,09/08/2023,Meriden,10 KENSINGTON AVE,155330.00,266000.00,0.5839,Residential,Three Family,,,,POINT (-72.794001025 41.548939017),,,,,
220881,2022,09/05/2023,West Hartford,88 PILGRIM ROAD,418040.00,849900.00,0.4918,Residential,Single Family,,,,POINT (-72.728935998 41.792106997),,,,,
